"Donor","Group","Cell","CCR10","CD278","IFNGRB","CD46","CD70","CD1a","CD2","B7H4","CD10","CD100","CD105","CD106","CD107a","CD107b","CD109","CD111","CD112","CD114","CD116","CD117","CD119","CD11a","CD11b","CD122","CD123","CD126","CD127","CD13","CD131","CD134","CD135","CD137","X4.1BBL","CD138","CD140a","CD140b","CD141","CD142","CD143","CD146","CD148","CD15","CD150","CD151","CD154","CD156c","CD158e1","CD162","CD163","CD164","CD165","CD166","CD169","CD170","CD172a.b","CD172g","CD178","CD179a","CD179b","CD18","CD180","CD182","CD183","CD185","CD191","CD194","CD1b","CD1c","CD200","CD200R","CD202b","CD203c","CD205","CD206","CD207","CD21","CD213A1","CD213A2","CD218a","CD221","CD223","CD226","CD227","CD229","CD23","CD231","CD244..2B4.","CD245","CD252","CD261","CD262","CD263","CD266","CD268","CD271","CD275","CD276","CD147","CD279","CD28","CD29","CD290","CD298","CD30","CD300c","CD309","CD31","CD314","CD317","CD324","CD325","CD328_clone_6-434","CD33","CD334","CD335","CD336","CD337","CD34","CD340","CD344","CD35","CD354","CD360_clone_17A12","CD365","CD366","CLEC4A","CD36L1","CD39","CD40","CD41","CD42b","CD43","CD44","CD47","CD48","CD49a","CD49b","CD49c","CD49d","CD5","CD50","CD54","CD55","CD58","CD6","CD61","CD62E","CD62L","CD62P","CD63","CD64","CD69","CD73","CD74","CD79b","CD80","CD81","CD82","CD83","CD85_clone_17G10.2","CD85k","CD87","CD89","CD9","CD90","CD93","CD94","CD96","CD97","CD99","CXCL16","DLL1","DLL4","DR3","EGFR","GPR19","GPR56","HLA.E","HVEM","Ig.light.chain.κ","IgM","CD360_clone_2G1-K12","Integrin.α9β1","Jagged.2","Ksp37","LAP","LY6G6D","MERTK","MSC","MSC.NPC","TNAP","MUC.13","NKp80","Notch.1","Notch3","Notch.4","NPC","CD352","PSMA","ROR1","Siglec.10","CD328_clone_S7.7","Siglec.8","Siglec.9","SSEA.5","SUSD2_clone_W5C5","TCR.α.β","Tim.4","TLT.2","TM4SF20","TRA.2.49","TRA.2.54","TSLPR","VEGFR.3","CD133","APCDD1","CD272","CD198","CCRL2","CD102","CD104","CD124","CD130","CD144","CD152..CTLA.4.","CD155","CD158b","CD184","CD186","CD192","CD197","CD199","CD209","CD217","CD230..Prion.","CD24","CD243","CD26","CD269","CD282","CD284","CD301","CD303","CD304","CD307e","CD323","CD357..GITR.","CD36","CD369","CD370","CD371","CD45RO","CD51","CD59","CD7","CD71","CD84","CD88","CD355","erbB3","FPR3","Ganglioside.GD2","GPR83","Ig.light.chain.λ","IgD","IL.28RA","integrin.β5","KLRG1","LOX.1","MICA.MICB","SUSD2_clone_W3D5","Notch.2","TACSTD2","TIGIT..VSTM3.","C3aR","CCX.CKR..CCRL1.","CD11c","CD129","CD158","CD181","CD193","CD196","CD1d","CD20","CD22","CD220","CD235ab","CD258","CD274","CD319","CD32","CD326","CD338","CD368","CD45RB","CD49e","CD52","CD66a.c.e","CD85h","CD85_clone_GHI/75","CD86","CD92","CXCR7","Delta.Opioid.Receptor","Dopamine.Receptor.D1..DRD1.","EphA2","FcεRIα","GARP","CD215","Lymphotoxin.β.Receptor","MRGX2","TMEM8A","CD254","CD318","CD255","SSEA.4","Sialyl.Lewis.X..dimeric.","TRA.1.81","CD160","CD57","CD66b","TRA.1.60.R","CD115","CD201","CD120b","CD210","CD267","CD294","CD49f","CD85_clone_MKT5.1","CD85d","IgG.Fc","Integrin.β7","XCR1","Podoplanin","CD132","CD195","CX3CR1","SSEA.3"
"NonP2-1","Nonpregnant","NK cells",98.25,4.31,19.35,49,0,0,75.6,0,0.3,57.6,79.2,0,70.8,1.7,1.3,0,0,0,4.3,0,69.4,82,80.2,79.9,0,0,0,5.4,0,0,0,0,10.7,0,0,4,3,0,0,0,40.9,3.3,0,61.1,0,82.2,0,80.8,0,74,0,0.7,60.7,2.4,1.9,0,0,9,0,82.2,0,18.6,54.5,9,38.7,22.2,0.2,0,0,2.6,0,0.9,80.8,10.8,0,0,2.3,2.6,64.9,3.7,0,79.5,0,61.9,0,0,82,0,2.7,2.3,0,3.7,0,0,0,0,8.9,82.2,0,23.6,82.2,0,82.2,0,16.3,0,74.8,80.6,81,0,1.6,78.4,3.2,0,44.3,0,67.6,0,0,0,0,5.9,26.7,0,47.9,0,0,0,0,0,0,82.1,81.7,82.2,81.8,0,0,0,81.4,0,82.2,68.7,41.5,82.2,69,8.4,0,1.4,0,82,28.2,0,0.2,5.4,17.9,0,82,57.8,0.7,0,0,2.1,0,28.5,0,0,77.7,1.6,81.8,81.9,0,0,0,0,0,0,73.4,82.1,81.2,47.4,0,7.4,0,0,0,0,0.3,0,0,40.7,0,0,80.1,0,0,0,6.4,81.5,0,0,0,79.5,0,49.4,0,0,7,0,0,0,0,0,0,0,0,0,3.9,12.9,1.1,75.7,0,0,0,0,0,0,10.4,24.7,0,13.4,14.8,0.6,0,0,63.9,5.3,73.2,0,0,0,0,15.2,0,0,0,0,0,30.5,0,0,0,0,0,75.4,65.1,0,0,2,0,0,0,0,5.8,17.6,5,0,1.1,41,0,0,0,0,0,25,14.28,10.78,80.78,11.08,19.58,83.68,10.98,12.18,14.58,22.28,14.38,13.18,0,11.38,85.38,90.58,56.78,0,6.38,6.88,87.58,91.08,88.48,10.98,6.08,55.18,0,21.28,10.48,9.48,21.98,10.48,0,0,9.88,11.48,13.98,16.08,11.68,0,0,0,34.55,0,90.25,43.25,4.75,0,21.26,16.46,13.24,55.54,0,13.64,81.24,3.9,16.84,28.24,37.14,12.54,32.04,89.77,36.37,91.97,0
"NonP3-1","Nonpregnant","NK cells",98.88,6.45,16.88,60.7,0,0,79.8,0,0.5,18.1,69.7,0,80.7,4.9,0.5,0,0,0,3.9,0,73.2,88,84.1,84.6,0,0,0,4.2,0,6.4,0,0,9.9,0,0,4.7,2.9,0,0.7,0,67.1,4.6,0,71.3,0,88,0.6,87.4,0,78.3,0,3.5,72.6,0.2,1,0,0,7.7,0,88,0,7.5,53.4,6.9,34.6,16.4,2.1,0,0,7.5,0,4.9,80,8.9,0,0,2.1,4.8,84.4,3,0,86.3,0,69.8,0,0,87.7,0.1,4.1,3.7,0,4.5,0,0,0,0,9.2,88,0,19.4,88,0,88,0,17.9,0,77,86,84.8,0,0,83.4,4.7,0,65.2,0,76.8,0,0,0,0,9.4,10,1,60.2,0.8,0,0.9,0,14.9,0,88,88,88,88,0,0,0.7,87.3,0,88,81.8,40.6,88,65.8,25.8,0,2.9,0,87.9,25.3,0,3.3,6.5,11.1,0,87.6,51.8,3,0,0,3.2,0,48.9,0,0.9,85.2,10.1,87.5,87.2,0,0,0,0,0,0.3,80.8,87.8,85.7,42.7,0,0.2,0,0,0,0,0,0,0,37.7,0,0,85.5,0,0,0,4.2,87.8,0,0,0,82.9,0,54.1,0,0,4.4,0,0,0,0,0,0,0,0,0,2.3,8.9,1.6,82.8,0,0,0,0,0,0,28.5,25.5,0,16.4,7.9,2.9,0,0,78.4,3,80.6,0.6,0,0,0,11.9,0,0,0,0,29.8,28.4,0,0,0,0,0,80.2,71.7,0,4.4,0,0,0,0,0,4.1,24.1,4.2,0,0.4,43.2,0,0,0,0,0,24.6,12.47,11.37,79.87,9.37,12.87,83.37,9.17,10.17,7.77,15.67,12.87,10.47,0,8.17,85.77,92.17,43.97,0,4.57,4.97,69.47,93.07,90.87,8.67,3.6,45.97,0,19.87,9.17,8.87,14.57,8.37,0,0,8.57,8.37,9.57,12.17,8.37,0,0,0,61.5,0.18,66.1,29.1,2.77,0,14.97,13.87,10.88,37.38,0,9.68,85.78,3.42,12.98,37.18,24.58,9.78,26.38,76.22,34.52,87.02,0
"NonP1-1","Nonpregnant","NK cells",95.33,6.43,24.83,47.3,0,0,56.8,0,2.9,19.7,69.5,0,68.9,4.5,0.9,0,0,0,5.1,0,61.5,74.2,71.5,70.2,0,0,0,7.1,0,2.9,0,0,8.7,0,0,7.1,3.3,0,0,0,39.6,10.5,0,53.2,0,74.2,0,71.8,0,58.9,0,4.8,51.6,13,0,0,0,9.4,0,68.3,0,8.6,46.2,14.1,50.7,27.6,1.7,0,0,3.4,0,0.4,68.2,5.7,0,0,4.2,2.2,70.6,14.4,0,72.3,0,58.1,0,0,73.8,0,1.9,5,0,5.3,0,0,0,0,10.1,74.2,0,19.1,74.2,0,74.2,0,21.1,0,63.8,71.3,73,0,2.9,71.8,9,0,41.7,0,60.4,0,0,1.6,0,25.2,36.3,0,40.4,3.6,0,0,0,0,0,74.2,74.2,74.2,74.2,0,0,1.7,72.9,0,71.1,62.9,52.4,74.2,49.7,8.7,0,0,0,73.8,28.9,0,0.2,7.1,21.5,0,73.4,59.3,0.8,0,0,5.2,0,20.8,0,3,69.3,0.7,73.4,74.2,0,0,0,0,0,0,68.3,74,72.6,51.6,0,17.7,0,0,0,0,0,0,0,36.4,0,0,70.6,0,0,0,5.1,73.2,0,0,0,70.3,0,45.7,0,0,3.5,0,0,0,0,0,0,0,0,0,3.5,15.7,2.4,66.7,0,0,0,0,0,0,5.6,35.5,0,15.7,15,0.3,0,0,60.1,4.6,63.4,0,0,0,0,25.4,0,0,0,0,1.4,20.1,0,0,0,0,0,65.9,59.2,0,0,2.9,0,0,0,0,4.6,31.9,7,0,5.7,59.8,0,0,0,0,0,28.5,16.8,16.9,77.6,13.6,18.1,73.9,12.8,11.8,18.6,13.8,15.3,17.5,0,12.9,79.6,82.5,52.8,0,7.8,9.3,80.8,84.3,80.1,12.8,8.9,52.4,0,31.2,14.6,11.2,21.5,13.2,0,0,6.6,14.8,15.2,18.8,13.8,0,0,0,62.26,1.99,87.26,37.96,5.14,0,31.87,20.17,17.3,60.2,0,15.4,79.4,6.1,18.9,49.8,15.7,15.1,34.5,88.21,46.81,93.01,0
"Cord1","Cord","NK cells",94.79,6.79,21.49,38.1,0,0,49.8,0,0,46.4,72.9,0,58.3,1,0,0,0,0,4.7,0,47,73.5,72,69.3,0,0,0,0.9,0,0,0,0,5.2,0,0,2.6,0.6,0,0,0,42.7,3.9,0,39.1,0,74.2,0,67.4,0,42.8,0,0,30.2,0,0,0,0,2.3,0,73.8,0,0,46.5,18.7,31,30.7,0,0,0,0.6,0,0,68.1,0.5,0,0,0,0,60.7,1.3,0,65.4,0,58.9,0,0,73.2,0,0,0,0,2.2,0,0,0,0,8.4,74.2,0,18.6,74.2,0,74.2,0,26,0,54.2,68,65.6,0,0,68,0,0,35.1,0,55.4,0,0,0,0,0,31.7,0,24.9,0,0,2.5,0,0,0,71,74.2,74.2,74.2,0,0,0,73.1,0,74.2,54.3,33.7,73.8,38.4,0,0,0,0,73.8,24.4,0,0,0,24.8,0,70.6,59.1,0,0,0,0,0,16.4,0,7.4,65.9,0,69.9,74.2,0,0,0,0,0,0,63.3,71.1,69.3,20.9,18.2,2.8,0,0,0,0,0,0,0,43,0,0,67.2,0,0,0,0,71.7,0,0,0,65.7,0,16.9,0,0,0,0,0,0,0,0,0,0,0,0,3.2,29.1,9.2,75.4,0,0,0,0,0,0,14,30.7,0,16.1,29.7,11.3,0,0,47.3,18.8,66.2,14.5,0,0,0,17.2,0,0,0,0,4.5,19.7,0,0,0,0,0,73.3,37.4,0,21.2,0,0,0,6.2,0,12,9.4,26.7,0,5,54.1,0,0,0.4,2.1,0,31.4,14.58,17.08,73.48,13.88,10.58,74.58,14.38,17.88,39.18,46.98,22.38,17.48,0,14.38,75.78,83.58,53.08,0,7.38,6.58,87.08,87.18,88.18,13.58,9.68,31.28,2.48,30.68,21.38,11.48,24.68,17.48,0,0,12.08,13.88,14.48,21.88,9.88,0,0,0,46.23,0.32,82.63,7.41,8.03,0,31.68,18.48,15.18,57.38,0,16.88,64.68,6.78,21.58,18.18,3.31,16.88,35.78,82.38,42.98,76.48,0
"Cord2","Cord","NK cells",96.84,0,25.44,28.7,0,0,40.5,0,0,7.7,72.9,0,58.3,0,0,0,0,0,4.1,0,51.7,74.1,71.1,69.3,0,0,0,0.4,0,0,0,0,12.1,0,0,7.6,4.6,0,0,0,40.6,3.2,0,45.1,0,74.1,0,67.2,0,35,0,0,28,0,0,0,0,9.5,0,74.1,0,0,45.4,14.3,25.5,23.9,2,0,0,0,0,4.4,62.5,4.1,0,0,0,5.5,53.3,0.7,0,63.8,0,61,0,0,69.7,0,7.3,1.2,0,4.8,0,0,0,0,13.5,74.1,0,5.1,74.1,0,74.1,0,18,0,39.2,71.2,62.7,0,0,67.7,0,0,46.5,0,62.8,0,0,0,0,0,20.2,1.2,30.1,0,0,1.5,0,0,0,73,73.6,74.1,74.1,0,0,0,70.6,0,74.1,54.1,44.3,73.9,24.3,0,0,0,0,72.8,28.3,0,0,6.1,41.3,0,73.9,55.9,3.7,0,0,0.6,0,32.4,0,0,70.9,0,71.1,73.1,0,0,0,0,0,0,66.8,71.7,71.6,31.1,27.8,2,0,0,0,0,0,0,0,39,0,0,70.3,0,0,0,3.1,73.5,0,0,0,67.6,0,41.4,0,0,4.4,0,0,0,0,0,0,0,0,0,8.6,18.3,0,70.2,0,0,0,0,0,0,8.3,19.1,0,10,17.2,9.5,0,0,43,31.7,64.8,0,0,0,1.9,15.4,0,0,0,0,2.5,9,0,0,0,0,0,67.7,14,0,0,0,0,0,1.4,0,9.5,15.6,29.7,0,6.4,58.8,0,0,1.6,0,0,20.4,17.7,16.9,68.7,15.1,7.8,79.5,21.2,18.9,22.7,65.2,27.8,17.5,0,17.3,82.7,80.9,82.2,0,10.4,7.6,86.1,83.2,83.2,14.8,4.7,17.6,0,22.6,21.3,13.9,23.8,15.4,0,0,17,13.4,17.7,22.4,21.2,0,0,0,57.46,0.11,84.76,8.16,5.19,0,35.11,16.61,16.99,46.59,0,21.09,71.49,2.82,26.79,18.99,0.27,21.99,38.69,85.12,43.82,87.42,0
"Dec2","Decidua","Mono",94.3,0,17.9,46.6,0,0,15.1,0,26,2.6,45.4,0,47.2,42.8,0,0,2.3,0,47.2,0,47.1,46.1,47.2,0,0.7,0,0,38.7,0,0,0,0,29.9,0,0,3,42.9,0,0,0,47.1,11.8,0,46.9,0,47.2,0,25.9,31,47.1,0,33.2,35.1,47,46.9,0,0,0,0,47.2,46.6,0,0,0,46.8,0,0,0,0,34.5,0,0,46.2,8.9,0,0,0,0,0,0,0,0,0,0,0,0,38.1,0,0,0,0,0,0,0,0,0,0,47.2,0,0,47.2,0,47.2,0,46.5,0,47.1,0,47.2,0,0,47,47.1,0,0,0,0,0,0,0,43.9,36.9,0,0,0,46,0,47.2,35.2,23.2,0,47.1,47.2,47.2,45.6,6.1,0,0,44.6,0,42.4,47.1,47,47.2,0,30.9,0,0,0,47.2,47.2,0,0,43.8,0,0,45.6,46.7,0,0,40.2,33.9,44.3,39.4,0,41,0,0,47.2,34.7,0,0,0,0,0,0,0,46.2,45.5,47.2,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,4.1,47.2,0,47.2,0,0,0,0,0,0,0,0,0,0,0,0,3.8,5.2,11.5,14.1,0,0,0,0,0,10.7,0,14.4,0,13.8,7.6,3,0,10,2.1,2.6,4.7,0.9,0,14.3,12.3,14.1,0,0,0,0,0,14.4,14.2,0,14.1,13.4,0,14.4,0,11.5,14.3,14.3,0,0,4.6,0,7.5,14.2,0,0,11.4,0,3.3,0,2.7,0,0,0,47.5,2.2,78.3,8.1,0,41.8,5.9,9.7,78.4,0,12.7,75.6,0,25.1,53.9,55.1,78.7,0,0,66.7,0,78.7,78.5,20.5,73.3,78.7,76.3,77.1,12.2,2.6,0,5.8,0,0,5.7,62.9,4.5,65.8,8.3,0,0,0,56.7,0,0,0,42.3,0,36.19,26.09,5.1,76.2,0,10.8,77.4,84.5,83.4,84.8,0.5,2.3,18.4,47.8,46.8,47.1,0
"Dec1","Decidua","Mono",96.12,0,29.32,13.3,0,0,0,0,1,0,13.8,0,15.9,3,0,0,0,0,15.8,0,15,8,15.9,0,0,0,0,14,0,0,0,0,13,0,0,0,12.4,0,0,0,15.2,0,0,1.7,0,16,0,0,8.1,15.8,0,0,7.4,13.7,15.8,0,0,0,0,15.9,15.2,0,0,0,15.7,0,0,0,0,9.9,0,0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,10.9,0,15.9,0,15.9,0,0,11.2,15.9,0,0,0,0,0,0,0,12.7,0,0,0,0,14,0,16,5.6,0,0,15.7,15.5,16,1.7,0,0,0,7.6,0,0,15.8,15.8,16,0,0,0,0,0,16,16,0,0,13.9,0,0,15.6,15.8,0,0,0,14.1,3,8.4,0,0,0,0,16,14.3,0,0,0,0,0,0,0,13.4,11.3,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.2,2.2,2.4,0,0,0,0,0,2.2,0,2.4,0,2.2,1.4,0.2,0,1.6,0.9,0.4,0.8,0.5,0.2,2.4,2.3,1.9,0,0,0,0,0,2.3,2.2,0,2.2,2,0,2.4,0,1.6,2.3,2.3,0,0,0.8,0,1.5,2.2,0,0,1.8,0,0,0,0,0,0,0,61.3,0.4,66.7,24.9,0,54.9,6.9,26.4,69.8,0,11.1,69.6,0,39.9,60.9,57.5,70.2,0,0,47.5,20.8,70.1,69.9,30.4,53.1,69.9,63.2,68.8,23.7,0,4.6,20.2,0,0,16.1,55.5,7.2,67.9,24.4,0,0,0,58.3,0,0,0,65.5,0,58.6,50.9,15.5,78.1,0,26.7,69.4,75.2,65.1,80.2,0,0,42.7,14.1,13.5,14,0
"Dec4","Decidua","Mono",88.4,0,28.9,12.5,0,0,0,0,10.1,0,17,0,17.4,16.6,0,0,4.5,0,17.2,0,16.1,8.9,17.3,0,0,0,0,16.2,0,0,0,0,12.7,0,0,0,12.9,0,0,0,16.3,0,0,10.8,0,17.4,0,0,1.9,17.3,0,4.5,15.1,12.1,14,0,0,0,0,17.4,16.7,0,0,0,17.3,0,0,0,2.4,9.9,0,0,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,17.4,0,0,17.4,0,17.4,0,11.3,0,17.4,0,17.4,0,0,13.4,15.9,0,0,0,0,0.6,0,0,9.4,0,0,0,0,15.3,4.4,17.4,0,0,0,17.2,17.3,17.4,9.1,0,0,0,0,0,0,17.3,15.9,17.4,0,0,0,0,0,17.4,17.4,0,0,9.6,0,0,17.2,17.4,0,0,0,4.8,10.6,15.1,0,0,0,0,17.2,14.1,0,0,0,0,0,0,0,14.1,12.3,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1,0,16.9,0,0,0,0,0,0,0,0,0,0,0,0,2.1,2.6,3.3,3.7,0,0,0,0,0,3.2,0,3.9,0,3.8,2.6,1.1,0,1.4,0.4,0.8,2.2,1.4,0,4,3.1,3.9,0,0,0,0,0,4,3.9,0,3.8,2.9,0.5,4,0,3,3.9,3.9,0,0,1.1,0,2.8,3.5,0,0,3.1,0,2.5,0,0.2,0,0,0,44.5,7.9,57,27.7,0,45.2,19.3,28,60.8,0,16.9,58.5,0,38.1,56,52.5,60.9,0,2.8,38.7,0.6,60.8,60.5,37.6,37.3,60.8,51.4,59.4,22.8,3.7,5.3,14.2,0,0,16.2,52.2,12.9,56.8,19,0,0,0,39.8,0,0,0,41.3,0,65.5,50.1,7.9,67,0,19.7,62.8,69.4,54.3,69.5,0,5.9,49,35.3,35.7,34.8,0
"Dec3","Decidua","Mono",93.81,0,22.21,16.3,0,0,0,0,6,0,15.6,0,16.5,14.9,0,0,7.6,0,16.6,0,16.4,14.8,16.6,0,0,0,0,11.4,0,0,0,0,13,0,0,0,15,0,0,0,16.6,0.9,0,15.6,0,16.6,0,3.9,6.5,16.6,0,7.2,8.9,16.3,16.3,0,0,0,0,16.6,15.5,0,0,0,16.2,0,0,0,0,4,0,0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,16.6,0,0,16.6,0,16.6,0,14.1,0,16.6,0,16.6,0,0,13.9,16.2,0,0,0,0,0,0,0,14.6,4.7,0,0,0,16,0,16.6,0,0,0,16.5,16.5,16.6,14.4,0,0,0,14.2,0,9.5,16.4,16.4,16.6,0,5.2,0,0,0,16.6,16.6,0,0,15.4,0,0,16.5,16.5,0,0,0,14.1,15.7,13.8,0,6.8,0,0,16.6,15.4,0,0,0,0,0,0,0,16.3,16.3,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1.3,2,2.3,0,0,0,0,0,2.1,0,2.3,0,2.2,1.8,0.6,0,1.9,1,0.7,0.6,0,0,2.3,2.2,2.2,0,0,0,0,0,2.2,2.3,0,2,1.9,0,2.3,0,2.1,2.3,2.2,0,0,0.1,0,1.5,2.2,0,0,1.9,0,0,0,0,0,0,0,25.8,0,63.8,9.3,0,55.7,14.3,13.5,64.2,0,4,63.8,0,36.7,60.9,54.6,64.2,0,0,54.1,7.3,64.1,64.2,28.6,57.5,64.1,62.2,63.5,19.3,0,0,8.3,0,0,12.7,59.5,0,61.4,16.1,0,0,0,70.1,0,0,0,67.6,0,49.59,45.79,11.4,79.6,0,26.8,76.9,80,76.7,80.6,0,0,42.2,16.6,15.8,16.5,0
"Preg2","Pregnant","Mono",97.67,0,23.47,30.3,0,0,9.1,0,0,0,33.3,0,33.3,8.3,0,0,0,0,33.3,0,30.7,33.3,28.5,0,0,0,0,25,0,0,0,0,15.7,0,0,0,27.7,0,0,0,33.3,10.7,0,30.4,0,33.3,0,26.8,0,33.3,0,21.8,20.5,20.8,28.2,0,0,0,0,33.3,27.7,0,0,0,21.2,0,0,0,0,16.6,0,0,26.4,0,0,0,0,0,0,0,0,2.5,0,0,0,0,26.6,0,0,0,0,0,0,0,0,0,0,33.3,0,0,33.3,0,33.3,0,30.2,0,33.3,0,33.3,0,0,26.6,26.2,0,0,0,0,0,0,0,24.6,12.5,0,0,0,33.3,0,33.3,18.5,0,0,27.9,33.3,33.3,33.3,0,0,0,13.3,0,19.7,30.3,30.3,33.3,0,26.4,0,0,0,33.3,31,0,0,28.3,0,0,29.9,27.7,0,0,14.9,29.6,16.6,24.6,0,18.6,0,0,31.3,15.7,0,0,0,0,0,0,0,30.8,30.7,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7,0,26.4,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,7.4,14.2,0,0,0,0,0,6.4,5.8,13.5,0,3.9,10.7,17.2,0,0,0.5,0,0,0,0,14.5,0.5,5.1,0,0,4.7,0,0,12.2,17.2,0.5,12.4,6.1,0,17.2,0,17.2,13.8,14,0,0,0,0,0,17.2,1.3,0,6.5,0,0,0,4.2,0,0,0,77.26,29.66,92.86,24.56,14.46,52.86,44.46,26.16,88.66,35.76,35.76,85.96,0,29.26,75.26,66.76,92.86,0,15.76,73.46,29.56,92.86,92.86,54.16,82.36,92.86,92.86,83.76,26.16,19.76,23.66,17.86,9.56,0,12.86,79.06,21.76,78.96,13.66,2.86,0,0,48.1,0,7.4,0,57.9,0,43.2,29.6,28.4,73.5,0,23.3,74.1,80.9,84.6,84.6,44.6,5.1,7.9,35.6,26.7,38.5,0
"Preg1","Pregnant","Mono",96.06,0,30.66,19.1,0,0,0,0,0,0,19,0,18.6,0,0,0,0,0,19.1,0,16.5,20.4,20.5,0,0,0,0,20.3,0,0,0,0,11.2,0,0,0,6.1,0,0,0,20.6,1.1,0,0,0,20.7,0,19.8,0,10.4,0,4.4,0,20.7,20.5,0,0,0,0,20.7,14.7,0,0,0,16.6,0,0,0,0,3.9,0,0,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,0,0,0,0,0,0,20.7,0,0,20.7,0,20.7,0,20.4,0,20.7,0,20.2,0,0,20.1,20.7,0,0,0,0,0,0,0,19.6,8.7,0,0,0,20.1,0,20.7,4.1,0,0,20.7,20.5,20.7,20.6,0,0,0,18.7,0,20.7,19.6,20.7,20.7,0,0,0,0,0,20.6,20.5,0,0,4,0,0,13.7,20,0,0,4.3,20.3,14.7,6.4,0,19.1,0,0,20.6,16.9,0,0,0,0,0,0,0,20.7,20.6,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7,0,20.7,0,0,0,0,0,0,0,0,0,0,0,0,2.7,4.3,4.9,7.2,0,0,0,0,0,2.2,0,7,0,4,0,0,0,0,6.2,1.1,0,0,0.3,8.1,3.9,3.9,0,0,0,0,0,7.7,7.4,0,8.1,3.3,0,7.5,0,0.8,4.6,7.8,0,0,0,0,1.9,3.4,0,0,0.4,0,0,0,0,0,0,0,47,11.9,80.3,20.2,2.6,75.5,14.7,16,78.6,0,15.3,76.8,0,20.3,77.3,49.2,80.4,0,7,59.1,0,79.9,79.8,23.9,77.1,80.2,75.3,75,14,13.1,7.4,8.2,0,0,12.5,57.9,17.8,70.2,13.2,0,0,0,60.3,0,3.5,0,67.7,0,35.75,23.65,10.7,76.7,0,20.5,58.8,84.4,81.2,78.8,8.9,10.3,17.1,22.3,18.3,24.7,0
"Preg4","Pregnant","Mono",74,0,36.2,11.7,0,0,9.9,0,5.7,0,10.9,0,11.9,11.7,0,0,7.7,0,11.7,0,11.2,11.9,11.5,0,2.4,0,0,11.9,0,0,0,0,9.5,0,0,0,10.5,0,0,0,11.9,10.2,0,11.6,0,11.9,0,11.6,0,11.7,10.8,10.4,11.2,11.9,11.9,0,0,0,0,11.9,11.7,0,0,0,11.7,0,0,0,0,6.9,0,0,11.9,1.7,0,0,0,0,0,0,0,11.5,0,0,0,0,11.7,0,0,0,0.2,0,0,0,0,0,0,11.9,0,0,11.9,0,11.9,0,11.9,0,11.9,0,11.9,0,0,11.7,11.9,0,0,0,0,0,0,0,11.9,10.2,0,0,0,11.9,0,11.7,0,10.7,0,11.9,11.9,11.9,11.9,0,9.5,0,11.9,0,11.9,11.9,11.9,11.9,0,11.9,0,0,9.3,11.9,11.9,0,0,1,0,0,11.7,11.9,0,0,5.8,11.5,11.6,11.3,0,11.7,0,0,11.9,11.3,0,0,0,0,0,0,0,11.9,11.3,11.9,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,4.1,3.8,5.5,7,0,0,0,0,0,6.3,0,7,0,5.8,5.3,3.3,0,5.2,6.1,5.1,5.1,1.6,1.3,7,5.9,6.4,0,0,0,5.5,0,7,7,1.4,7,5.7,2.1,6.7,0,3.8,7,6.8,0,0,2.7,0,6,6.8,2.8,0,5.2,4.2,1.5,1.1,4.8,4.1,0,0,39.8,0,50,2.4,0,47,44.8,16.7,50,6.4,17.1,49.7,0,35.9,48.7,37.5,50,0,0,47,29.2,49.8,50,35.4,49.6,50,49.8,50,38.8,0,0,7.8,2.2,34.6,38.5,43.1,0,45.8,28,0,0,0,59.2,0,10.3,31.2,57.1,0,50.8,40.5,2.6,52.8,0,29.7,53,53.6,53.6,53.4,0.6,0,35.6,12.3,11.8,12.3,0
